Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-006	405-409	18	δωμάτων	lemma	δῶμα	δωμάω	
0085-006	405-409	18	δωμάτων	postag	n-p---ng-	v3ppma---	
0085-006	405-409	19	ἄτιμα	relation	ADV_CO	ATV_CO	
0085-006	409	1	πᾷ	lemma	πῇ	πῆ	
0085-006	409	1	πᾷ	postag	d--------	p--------	
0085-006	409	2	τις	postag	p-s---cn-	p-s---mn-	
0085-006	409	4	ἄν	postag	d--------	g--------	
0085-006		5	κέαρ	lemma	κέαρ	κῆρ	
0085-006	415-417	2	δ’	postag	d--------	g--------	
0085-006	415-417	7	μ’	postag	p1s---ca-	p-s---fa-	
0085-006	415-417	13	μοι	postag	p1s---cd-	p-s---fd-	
0085-006	418-419	2	δ’	postag	d--------	g--------	
0085-006	418-419	3	ἂν	postag	d--------	g--------	
0085-006	418-419	7	τά	postag	l-p---na-	p-p---na-	
0085-006	418-419	8	περ	lemma	περ	πέρ	
0085-006	418-419	8	περ	postag	d--------	g--------	
0085-006	418-419	12	γε	postag	d--------	g--------	
0085-006	418-419	16	[0]	lemma	_	/	
0085-006	420	5	δ’	postag	b--------	g--------	
0085-006	421-422	2	γὰρ	postag	d--------	g--------	
0085-006	421-422	3	ὥστ’	postag	c--------	d--------	
0085-006	421-422	11	[0]	lemma	_	/	
0085-006	423-428	3	ἄριον	form	ἄριον	Ἄριον	
0085-006	423-428	5	τε	postag	b--------	g--------	
0085-006	423-428	12	δ’	postag	b--------	g--------	
0085-006	423-428	14	ἰδεῖν	lemma	ὁράω	εἶδον	
0085-006	423-428	23	δ’	postag	b--------	g--------	
0085-006	423-428	27	καὶ	postag	b--------	c--------	
0085-006	423-428	31	[0]	lemma	_	/	
0085-006	429-433	3	δαΐα	lemma	δάϊος	δάιος	
0085-006	429-433	7	δαΐαις	lemma	δάϊος	δάιος	
0085-006	429-433	15	δὲ	postag	b--------	g--------	
0085-006	429-433	18	ἀνοίμωκτον	relation	ADV	ATV	
0085-006	429-433	22	[0]	lemma	_	/	
0085-006	435-437	2	δ’	postag	d--------	g--------	
0085-006	435-437	4	ἆρα	postag	d--------	p--------	
0085-006	435-437	7	μὲν	postag	d--------	g--------	
0085-006	435-437	11	δ’	postag	b--------	g--------	
0085-006	438	2	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-006	439	2	δέ	postag	d--------	g--------	
0085-006	439	3	γ’	postag	d--------	g--------	
0085-006	439	3	γ’	head	1	2	
0085-006	439	5	ὡς	postag	c--------	d--------	
0085-006	440-442	1	ἔπρασσε	relation	PRED	PRED_CO	
0085-006	440-442	1	ἔπρασσε	head	0	2	
0085-006	440-442	2	δ’	postag	d--------	g--------	
0085-006	440-442	2	δ’	relation	AuxY	COORD	
0085-006	440-442	2	δ’	head	1	0	
0085-006	440-442	4	ᾇπέρ	lemma	ὅσπερ	ὅς	
0085-006	445-446	1	ἐγὼ	postag	p1s---cn-	p-s---fn-	
0085-006	445-446	2	δ’	postag	d--------	g--------	
0085-006	445-446	4	ἄτιμος	relation	ADV_CO	ATV_CO	
0085-006	445-446	6	οὐδὲν	postag	p-s---na-	a-s---na-	
0085-006	445-446	7	ἀξία	relation	ADV_CO	ATV_CO	
0085-006	447-449	2	δ’	postag	d--------	g--------	
0085-006	447-449	2	δ’	relation	AuxY	COORD	
0085-006	447-449	2	δ’	head	9	0	
0085-006	447-449	3	ἄφερκτος	relation	ADV	AtvV	
0085-006	447-449	9	ἀνέφερον	relation	PRED	PRED_CO	
0085-006	447-449	9	ἀνέφερον	head	0	2	
0085-006	447-449	13	πολύδακρυν	postag	a-s---ma-	n-s---ma-	
0085-006	450	1	τοιαῦτ’	postag	p-p---na-	a-p---na-	
0085-006	453-454	2	μὲν	postag	d--------	g--------	
0085-006	453-454	3	γὰρ	postag	d--------	g--------	
0085-006	453-454	4	οὕτως	relation	ADV	OBJ	
0085-006	453-454	8	δ’	postag	b--------	g--------	
0085-006	453-454	9	αὐτὸς	postag	p-s---mn-	a-s---mn-	
0085-006	453-454	9	αὐτὸς	relation	ADV	AtvV	
0085-006	455	2	δ’	postag	d--------	g--------	
0085-006	456	1	σὲ	postag	p2s---ca-	p-s---ma-	
0085-006	456	2	τοι	postag	d--------	g--------	
0085-006	456	2	τοι	relation	AuxY	AuxZ	
0085-006	457	1	ἐγὼ	postag	p1s---cn-	p-s---fn-	
0085-006	457	2	δ’	postag	d--------	g--------	
0085-006	457	2	δ’	relation	AuxY	COORD	
0085-006	457	2	δ’	head	3	0	
0085-006	457	3	ἐπιφθέγγομαι	relation	PRED	PRED_CO	
0085-006	457	3	ἐπιφθέγγομαι	head	0	2	
0085-006	458	2	δὲ	postag	d--------	g--------	
0085-006	458	3	πάγκοινος	relation	ADV	ATV	
0085-006	459-460	7	δὲ	postag	b--------	g--------	
0085-006	461	5	δίκᾳ	form	δίκᾳ	Δίκᾳ	
0085-006	461	6	δίκα	form	δίκα	Δίκα	
0085-006	461	8	[0]	lemma	_	/	
0085-006	463	2	μ’	postag	p1s---ca-	p-s---fa-	
0085-006	464-465	7	δ’	postag	b--------	g--------	
0085-006	464-465	8	ἂν	postag	d--------	g--------	
0085-006	466-468	4	καὶ	postag	b--------	c--------	
0085-006	466-468	4	καὶ	relation	AuxY	COORD	
0085-006	466-468	4	καὶ	head	10	0	
0085-006	466-468	6	ἄτας	form	ἄτας	Ἄτας	
0085-006	466-468	10	[0]	lemma	_	/	
0085-006	466-468	10	[0]	head	0	4	
0085-006	469	6	[0]	lemma	_	/	
0085-006	470	5	[0]	lemma	_	/	
0085-006	471-474	5	,	head	21	7	
0085-006	471-474	6	οὐ	lemma	οὐ	οὐδός	
0085-006	471-474	6	οὐ	postag	d--------	n-s---mv-	
0085-006	471-474	7	δ’	postag	b--------	g--------	
0085-006	471-474	7	δ’	relation	AuxY	COORD	
0085-006	471-474	7	δ’	head	21	0	
0085-006	471-474	8	ἀπ’	head	12	22	
0085-006	471-474	9	ἄλλων	postag	p-p---mg-	a-p---mg-	
0085-006	471-474	9	ἄλλων	relation	ATR_CO	ATR_AP_CO	
0085-006	471-474	10	ἔκτοθεν	relation	APOS	ATR_AP_CO	
0085-006	471-474	10	ἔκτοθεν	head	9	22	
0085-006	471-474	12	ἀλλ’	postag	b--------	d--------	
0085-006	471-474	13	ἀπ’	head	12	15	
0085-006	471-474	14	αὐτῶν	postag	p-p---mg-	a-p---mg-	
0085-006	471-474	14	αὐτῶν	relation	ATR_CO	ATR_AP_CO	
0085-006	471-474	15	,	relation	AuxX	APOS	
0085-006	471-474	15	,	head	0	12	
0085-006	471-474	16	δι’	lemma	διά	διό	
0085-006	471-474	16	δι’	postag	r--------	c--------	
0085-006	471-474	16	δι’	head	14	15	
0085-006	471-474	18	ἔριν	relation	APOS	ATR_AP_CO	
0085-006	471-474	21	[0]	lemma	_	/	
0085-006	471-474	21	[0]	relation	PRED	PRED_CO	
0085-006	471-474	21	[0]	head	0	7	
0085-006	475	8	[0]	lemma	_	/	
0085-006	476-478	4	μάκαρες	postag	a-p---mv-	n-p---mv-	
0085-006	476-478	11	παισὶν	postag	n-p---cd-	n-p---md-	
0085-006	479-480	6	θανών	lemma	θνῄσκω	θνήσκω	
0085-006	479-480	9	μοι	postag	p1s---cd-	p-s---md-	
0085-006	481-482	1	κἀγώ	postag	p1s---cn-	p-s---fn-	
0085-006	481-482	6	σου	postag	p2s---cg-	p-s---mg-	
0085-006	483-484	1	οὕτω	relation	ADV	AuxY	
0085-006	483-484	2	γὰρ	postag	d--------	g--------	
0085-006	483-484	3	ἄν	lemma	ἄν	ἐάν	
0085-006	483-484	3	ἄν	postag	d--------	c--------	
0085-006	483-484	4	σοι	postag	p2s---cd-	p-s---md-	
0085-006	484-485	2	δὲ	postag	d--------	g--------	
0085-006	484-485	3	μή	postag	d--------	c--------	
0085-006	484-485	7	ἔσῃ	postag	v2sfim---	v2sfi----	
0085-006	484-485	13	[0]	lemma	_	/	
0085-006	486-487	1	κἀγὼ	postag	p1s---cn-	p-s---fn-	
0085-006	486-487	3	σοι	postag	p2s---cd-	p-s---md-	
0085-006	488	2	δὲ	postag	d--------	g--------	
0085-006	489	2	γαῖ’	form	γαῖ’	Γαῖ’	
0085-006	489	2	γαῖ’	lemma	γῆ	γαῖα	
0085-006	489	5	μοι	postag	p1s---cd-	p-s---md-	
0085-006	490	5	δ’	postag	b--------	g--------	
0085-006	490	6	ἔτ’	relation	ADV	AuxY	
0085-006	491	1	μέμνησο	lemma	μιμνῄσκω	μιμνήσκω	
0085-006	491	4	ἐνοσφίσθης	postag	v2saim---	v2saie---	
0085-006	492	1	μέμνησο	lemma	μιμνῄσκω	μιμνήσκω	
0085-006	492	2	δ’	postag	d--------	g--------	
0085-006	493	2	δ’	postag	d--------	g--------	
0085-006	493	2	δ’	relation	AuxY	COORD	
0085-006	493	2	δ’	head	4	0	
0085-006	493	4	ἐθηρεύθης	relation	PRED	PRED_CO	
0085-006	493	4	ἐθηρεύθης	head	0	2	
0085-006	494	2	τε	postag	b--------	g--------	
0085-006	494	2	τε	relation	AuxY	COORD	
0085-006	494	2	τε	head	7	0	
0085-006	494	7	[0]	lemma	_	/	
0085-006	494	7	[0]	relation	PRED	PRED_CO	
0085-006	495	1	ἆρ’	postag	d--------	p--------	
0085-006	496	1	ἆρ’	postag	d--------	p--------	
0085-006	496	2	ὀρθὸν	relation	ADV	ATV	
0085-006	496	4	φίλτατον	lemma	φίλος	φίλτατος	
0085-006	496	4	φίλτατον	postag	a-s---nas	a-s---na-	
0085-006	497-499	1	ἤτοι	postag	d--------	g--------	
0085-006	497-499	4	σύμμαχον	relation	ADV	ATV	
0085-006	497-499	7	ἢ	postag	b--------	c--------	
0085-006	497-499	9	ὁμοίας	lemma	ὅμοιος	ὁμοῖος	
0085-006	497-499	16	γ’	postag	d--------	g--------	
0085-006	500-501	1	καὶ	postag	d--------	c--------	
0085-006	500-501	1	καὶ	relation	AuxY	COORD	
0085-006	500-501	1	καὶ	head	3	0	
0085-006	500-501	3	ἄκουσον	relation	PRED	PRED_CO	
0085-006	500-501	3	ἄκουσον	head	0	1	
0085-006	500-501	9	ἰδὼν	lemma	ὁράω	εἶδον	
0085-006	500-501	12	ἐφημένους	postag	v-papema-	v-papama-	
0085-006		15	γὰρ	head	17	10	
0085-006		17	τέθνηκας	head	10	15	
0085-006	505-506	1	παῖδες	postag	n-p---cn-	n-p---mn-	
0085-006	505-506	2	γὰρ	postag	d--------	g--------	
0085-006	505-506	6	θανόντι	lemma	θνῄσκω	θνήσκω	
0085-006	505-506	8	[0]	lemma	_	/	
0085-006	506-507	2	δ’	postag	d--------	g--------	
0085-006	506-507	2	δ’	relation	AuxY	COORD	
0085-006	506-507	2	δ’	head	4	0	
0085-006	506-507	3	ὣς	postag	c--------	d--------	
0085-006	506-507	4	ἄγουσι	relation	PRED	PRED_CO	
0085-006	506-507	4	ἄγουσι	head	0	2	
0085-006	506-507	11	σῴζοντες	lemma	σῴζω	σώζω	
0085-006	506-507	14	[0]	lemma	_	/	
0085-006	508	4	σοῦ	postag	p2s---cg-	p-s---mg-	
0085-006	509	1	αὐτὸς	postag	p-s---mn-	a-s---mn-	
0085-006	509	1	αὐτὸς	relation	ADV	AtvV	
0085-006	509	2	δὲ	postag	d--------	g--------	
0085-006	509	3	σῴζῃ	lemma	σῴζω	σώζω	
0085-006	510-511	1	καὶ	postag	d--------	c--------	
0085-006	510-511	2	μὴν	postag	d--------	g--------	
0085-006	510-511	2	μὴν	head	5	1	
0085-006	510-511	3	ἀμεμφῆ	relation	ADV	ATV	
0085-006	512-513	2	δ’	postag	d--------	g--------	
0085-006	512-513	3	ἄλλ’	postag	p-p---na-	a-p---na-	
0085-006	512-513	5	ἐπειδὴ	lemma	ἐπειδή	ἐπεί	
0085-006	512-513	11	ἂν	postag	d--------	g--------	
0085-006	512-513	12	ἤδη	relation	ADV	AuxY	
0085-006	514	1	ἔσται	postag	v3sfim---	v3sfi----	
0085-006	514-516	1	πυθέσθαι	postag	v--anm---	v--an----	
0085-006	514-516	2	δ’	postag	d--------	g--------	
0085-006	514-516	3	οὐδέν	postag	p-s---na-	a-s---na-	
0085-006	514-516	3	οὐδέν	relation	ADV	AuxZ	
0085-006	514-516	5	ἔξω	postag	r--------	d--------	
0085-006	514-516	13	τίνος	postag	p-s---cg-	a-s---mg-	
0085-006	517-518	1	θανόντι	lemma	θνῄσκω	θνήσκω	
0085-006	517-518	2	δ’	postag	d--------	g--------	
0085-006	518	3	ἂν	postag	d--------	g--------	
0085-006	519	4	δ’	postag	b--------	g--------	
0085-006	520-521	3	γάρ	postag	d--------	g--------	
0085-006	520-521	4	τις	postag	p-s---cn-	p-s---mn-	
0085-006	520-521	8	ἑνός	postag	m-s---ng-	n-s---ng-	
0085-006	520-521	14	[0]	lemma	_	/	
0085-006	521	1	ὧδ’	relation	ADV	OBJ	
0085-006	522	2	δ’	postag	d--------	g--------	
0085-006	522	7	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-006	523	6	παρῆ	relation	OBJ	ADV	
0085-006	523	6	παρῆ	head	1	7	
0085-006	523	7	γάρ	postag	d--------	g--------	
0085-006	523	7	γάρ	relation	AuxY	AuxC	
0085-006	523	7	γάρ	head	6	1	
0085-006	523-525	2	τ’	postag	b--------	g--------	
0085-006	523-525	4	καὶ	postag	b--------	c--------	
0085-006	526	1	ἦ	head	3	2	
0085-006	526	2	καὶ	postag	b--------	c--------	
0085-006	526	6	ὥστ’	postag	c--------	d--------	
0085-006	527	5	ὡς	postag	c--------	d--------	
0085-006	527	6	αὐτὴ	postag	p-s---fn-	a-s---fn-	
0085-006	527	6	αὐτὴ	relation	ADV	AtvV	
0085-006	528	1	καὶ	postag	d--------	c--------	
0085-006	528	4	καὶ	postag	b--------	c--------	
0085-006	529	3	παιδὸς	postag	n-s---cg-	n-s---mg-	
0085-006	529	7	[0]	lemma	_	/	
0085-006	530	1	τίνος	postag	p-s---cg-	a-s---fg-	
0085-006	530	8	[0]	lemma	_	/	
0085-006	530	9	[1]	lemma	_	/	
0085-006	531	1	αὐτὴ	postag	p-s---fn-	a-s---fn-	
0085-006	531	1	αὐτὴ	relation	ADV	AtvV	
0085-006	532	1	καὶ	postag	d--------	c--------	
0085-006	533	1	ὥστ’	postag	c--------	d--------	
0085-006	533	8	[0]	lemma	_	/	
0085-006	534	4	[0]	lemma	_	/	
0085-006	535	1	ἡ	postag	l-s---fn-	p-s---fn-	
0085-006	535	2	δ’	postag	d--------	g--------	
0085-006	535	2	δ’	relation	AuxY	COORD	
0085-006	535	2	δ’	head	5	0	
0085-006	536-537	2	δ’	postag	d--------	g--------	
0085-006	536-537	2	δ’	relation	AuxY	COORD	
0085-006	536-537	2	δ’	head	3	0	
0085-006	536-537	3	ἀνῇθον	relation	PRED	PRED_CO	
0085-006	536-537	3	ἀνῇθον	head	0	2	
0085-006	536-537	12	χάριν	lemma	χάριν	χάρις	
0085-006	536-537	12	χάριν	postag	r--------	n-s---fa-	
0085-006	538-539	1	πέμπει	relation	PRED	PRED_CO	
0085-006	538-539	1	πέμπει	head	0	2	
0085-006	538-539	2	τ’	postag	b--------	g--------	
0085-006	538-539	2	τ’	relation	AuxY	COORD	
0085-006	538-539	2	τ’	head	1	0	
0085-006	540-541	5	καὶ	postag	b--------	c--------	
0085-006	540-541	10	τοῦτ’	postag	p-s---na-	a-s---na-	
0085-006	540-541	11	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-006	542	2	δέ	postag	d--------	g--------	
0085-006	542	3	τοί	postag	d--------	g--------	
0085-006	542	6	συγκόλλως	relation	ADV	OBJ	
0085-006	543-549	2	γὰρ	postag	d--------	g--------	
0085-006	543-549	4	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-006	543-549	7	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-006	543-549	13	καὶ	postag	b--------	c--------	
0085-006	543-549	20	δ’	postag	b--------	g--------	
0085-006	543-549	21	ἔμειξεν	lemma	μείγνυμι	μίγνυμι	
0085-006	543-549	26	ἡ	postag	l-s---fn-	p-s---fn-	
0085-006	543-549	27	δ’	postag	b--------	g--------	
0085-006	543-549	34	δεῖ	lemma	δέω	δεῖ	
0085-006	543-549	35	τοί	postag	d--------	g--------	
0085-006	543-549	38	ὡς	postag	c--------	d--------	
0085-006	543-549	43	θανεῖν	lemma	θνῄσκω	θνήσκω	
0085-006	549-550	2	δ’	postag	d--------	g--------	
0085-006	549-550	3	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-006	549-550	7	ὡς	postag	c--------	d--------	
0085-006	551	2	δὴ	postag	d--------	g--------	
0085-006	551	4	σ’	postag	p2s---ca-	p-s---ma-	
0085-006	552	1	γένοιτο	postag	v3saom---	v3sao----	
0085-006	552	2	δ’	postag	d--------	g--------	
0085-006	552-553	1	τἄλλα	postag	p-p---na-	a-p---na-	
0085-006	552-553	2	δ’	postag	d--------	g--------	
0085-006	552-553	6	τοὺς	postag	l-p---ma-	p-p---ma-	
0085-006	552-553	7	μέν	postag	d--------	g--------	
0085-006	552-553	11	τοὺς	postag	l-p---ma-	p-p---ma-	
0085-006	552-553	12	δὲ	postag	b--------	g--------	
0085-006	552-553	13	μή	postag	d--------	c--------	
0085-006	554	5	[0]	lemma	_	/	
0085-006	554-559	2	μὲν	postag	d--------	g--------	
0085-006	554-559	7	δὲ	postag	b--------	g--------	
0085-006	554-559	14	ἂν	postag	d--------	g--------	
0085-006	554-559	20	καὶ	postag	d--------	c--------	
0085-006	554-559	23	ταὐτῷ	lemma	αὐτός	ταὐτός	
0085-006	554-559	23	ταὐτῷ	postag	p-s---md-	a-s---md-	
0085-006	554-559	25	θανόντες	lemma	θνῄσκω	θνήσκω	
0085-006	554-559	27	καὶ	postag	d--------	c--------	
0085-006	554-559	28	Λοξίας	relation	SBJ	SBJ_AP	
0085-006	554-559	28	Λοξίας	head	29	33	
0085-006	554-559	30	,	head	28	33	
0085-006	554-559	31	ἄναξ	relation	APOS	SBJ_AP	
0085-006	554-559	32	Ἀπόλλων	relation	APOS	SBJ_AP	
0085-006	554-559	32	Ἀπόλλων	head	28	33	
0085-006	554-559	33	,	relation	AuxX	APOS	
0085-006	554-559	33	,	head	0	29	
0085-006	554-559	34	μάντις	relation	APOS	SBJ_AP	
0085-006	554-559	34	μάντις	head	28	33	
0085-006	554-559	39	[0]	lemma	_	/	
0085-006	560-562	2	γὰρ	postag	d--------	g--------	
0085-006	560-562	3	εἰκώς	relation	ADV	AtvV	
0085-006	560-562	18	ξένος	relation	ADV_CO	AtvV_CO	
0085-006	560-562	19	τε	postag	b--------	g--------	
0085-006	560-562	20	καὶ	postag	b--------	c--------	
0085-006	560-562	21	δορύξενος	relation	ADV_CO	AtvV_CO	
0085-006	563-564	2	δὲ	postag	d--------	g--------	
0085-006	563-564	2	δὲ	relation	AuxY	COORD	
0085-006	563-564	2	δὲ	head	4	0	
0085-006	563-564	4	ἥσομεν	relation	PRED	PRED_CO	
0085-006	563-564	4	ἥσομεν	head	0	2	
0085-006	565-566	1	καὶ	postag	d--------	c--------	
0085-006	565-566	2	δὴ	postag	d--------	g--------	
0085-006	565-566	2	δὴ	relation	AuxY	AuxZ	
0085-006	565-566	2	δὴ	head	8	1	
0085-006	565-566	4	οὔτις	postag	p-s---mn-	a-s---mn-	
0085-006	565-566	5	ἂν	postag	d--------	g--------	
0085-006	565-566	10	ἐπειδὴ	lemma	ἐπειδή	ἐπεί	
0085-006	567-568	5	τινὰ	postag	p-s---ca-	p-s---ma-	
0085-006	567-568	8	καὶ	postag	b--------	c--------	
0085-006	569-570	1	τί	head	6	8	
0085-006	569-570	2	δὴ	postag	d--------	g--------	
0085-006	569-570	2	δὴ	relation	AuxY	AuxZ	
0085-006	569-570	2	δὴ	head	1	3	
0085-006	569-570	3	πύλαισι	head	6	8	
0085-006	569-570	4	τὸν	head	5	7	
0085-006	569-570	5	ἱκέτην	head	6	8	
0085-006	569-570	7	Αἴγισθος	head	6	8	
0085-006	569-570	8	,	head	10	11	
0085-006	569-570	9	εἴπερ	relation	AuxC	AuxP	
0085-006	569-570	9	εἴπερ	head	6	8	
0085-006	569-570	10	οἶδεν	head	9	11	
0085-006	569-570	11	ἔνδημος	relation	ADV	AtvV	
0085-006	569-570	11	ἔνδημος	head	12	14	
0085-006	569-570	12	παρών	head	10	12	
0085-006	571-576	2	δ’	postag	d--------	g--------	
0085-006	571-576	3	οὖν	postag	d--------	g--------	
0085-006	571-576	3	οὖν	relation	AuxY	AuxZ	
0085-006	571-576	3	οὖν	head	40	2	
0085-006	571-576	8	κἀκεῖνον	lemma	καί	ἐκεῖνος	
0085-006	571-576	8	κἀκεῖνον	postag	b--------	a-s---ma-	
0085-006	571-576	14	ἢ	postag	b--------	c--------	
0085-006	571-576	15	καὶ	postag	d--------	c--------	
0085-006	571-576	18	μοι	postag	p1s---cd-	p-s---md-	
0085-006	571-576	24	ἴσθι	relation	ExD	PRED_PA	
0085-006	571-576	26	καὶ	postag	b--------	c--------	
0085-006	571-576	32	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-006	571-576	33	εἰπεῖν	lemma	λέγω	εἶπον	
0085-006	571-576	37	ξένος	postag	a-s---mn-	n-s---mn-	
0085-006	571-576	46	[0]	lemma	_	/	
0085-006	577-578	2	δ’	postag	d--------	g--------	
0085-006	577-578	10	πόσιν	relation	ADV	ATV	
0085-006	579-580	2	οὖν	postag	d--------	g--------	
0085-006	579-580	3	σὺ	postag	p2s---cn-	p-s---fn-	
0085-006	579-580	4	μὲν	postag	d--------	g--------	
0085-006	579-580	11	ἂν	postag	d--------	g--------	
0085-006	579-580	12	ἀρτίκολλα	relation	ADV	ATV	
0085-006	581-582	1	ὑμῖν	postag	p2p---cd-	p-p---fd-	
0085-006	581-582	2	δ’	postag	d--------	g--------	
0085-006	581-582	5	εὔφημον	postag	a-s---fa-	a-s---ma-	
0085-006	581-582	9	θ’	postag	b--------	g--------	
0085-006	581-582	10	ὅπου	postag	c--------	d--------	
0085-006	581-582	12	καὶ	postag	b--------	c--------	
0085-006	583-584	2	δ’	postag	d--------	g--------	
0085-006	583-584	3	ἄλλα	postag	p-p---na-	a-p---na-	
0085-006	583-584	4	τούτῳ	postag	p-s---md-	a-s---md-	
0085-006	583-584	12	μοι	postag	p1s---cd-	p-s---md-	
0085-006	585-588	2	μὲν	postag	d--------	g--------	
0085-006	585-588	5	δεινὰ	relation	ATR_CO	ATR	
0085-006	585-588	5	δεινὰ	head	6	8	
0085-006	585-588	6	[καὶ]	postag	b--------	c--------	
0085-006	585-588	6	[καὶ]	relation	COORD	UNDEFINED	
0085-006	585-588	6	[καὶ]	head	8	0	
0085-006	585-588	7	δειμάτων	relation	ATR_CO	ATR	
0085-006	585-588	7	δειμάτων	head	6	8	
0085-006	585-588	11	τ’	postag	b--------	g--------	
0085-006		20	παιδὸς	postag	n-s---cg-	n-s---mg-	
0085-006		23	ἥλικ’	postag	a-s---ma-	n-s---ma-	
0085-006	612-621	1	ἄλλαν	postag	p-s---fa-	a-s---fa-	
0085-006	612-621	3	τιν’	postag	p-s---ca-	p-s---fa-	
0085-006	612-621	10	ἅτ’	relation	SBJ	SBJ_AP	
0085-006	612-621	10	ἅτ’	head	14	33	
0085-006	612-621	18	ὅρμοις	relation	APOS	OBJ_AP	
0085-006	612-621	18	ὅρμοις	head	10	33	
0085-006	612-621	20	δώροισι	relation	APOS	OBJ_AP	
0085-006	612-621	20	δώροισι	head	10	33	
0085-006	612-621	23	Νῖσον	lemma	Νῖσος	νῖσος	
0085-006	612-621	30	κυνόφρων	relation	APOS	SBJ_AP	
0085-006	612-621	30	κυνόφρων	head	10	33	
0085-006	622	1	κιγχάνει	relation	PRED	PRED_CO	
0085-006	622	1	κιγχάνει	head	0	2	
0085-006	622	2	δέ	postag	d--------	g--------	
0085-006	622	2	δέ	relation	AuxY	COORD	
0085-006	622	2	δέ	head	1	0	
0085-006		3	ἐπεμνασάμαν	lemma	ἐπιμιμνῄσκομαι	ἐπιμιμνήσκομαι	
0085-006	629-630	2	δ’	postag	d--------	g--------	
0085-006	629-630	4	ἑστίαν	lemma	ἑστία	ἕστιος	
0085-006	629-630	4	ἑστίαν	postag	n-s---fa-	a-s---fa-	
0085-006	629-630	7	τ’	postag	b--------	g--------	
0085-006	631-632	2	δὲ	postag	d--------	g--------	
0085-006	633-634	1	ᾔκασεν	relation	PRED	PRED_CO	
0085-006	633-634	1	ᾔκασεν	head	0	2	
0085-006	633-634	2	δέ	postag	d--------	g--------	
0085-006	633-634	2	δέ	relation	AuxY	COORD	
0085-006	633-634	2	δέ	head	1	0	
0085-006	633-634	3	τις	postag	p-s---cn-	p-s---mn-	
0085-006	635-636	2	δ’	postag	d--------	g--------	
0085-006	635-636	2	δ’	relation	AuxY	COORD	
0085-006	635-636	2	δ’	head	6	0	
0085-006	635-636	5	ἀτιμωθὲν	relation	ADV	ATV	
0085-006	635-636	6	οἴχεται	relation	PRED	PRED_CO	
0085-006	635-636	6	οἴχεται	head	0	2	
0085-006	637	2	γὰρ	postag	d--------	g--------	
0085-006	637	3	οὔτις	postag	p-s---mn-	a-s---mn-	
0085-006	639-641	2	δ’	postag	d--------	g--------	
0085-006	639-641	7	ὀξυπευκὲς	relation	ADV	ATV	
0085-006	639-641	10	δίκας	form	δίκας	Δίκας	
0085-006	641-645	1	τὸ	postag	l-s---nn-	p-s---nn-	
0085-006	641-645	2	μὴ	postag	d--------	c--------	
0085-006	641-645	4	γὰρ	postag	d--------	g--------	
0085-006	641-645	5	οὖν	postag	d--------	g--------	
0085-006	641-645	5	οὖν	relation	AuxY	AuxZ	
0085-006	641-645	5	οὖν	head	19	4	
0085-006	641-645	18	[1]	lemma	_	/	
0085-006	641-645	19	[0]	lemma	_	/	
0085-006	646	1	δίκας	form	δίκας	Δίκας	
0085-006	646	2	δ’	postag	d--------	g--------	
0085-006	647	1	προχαλκεύει	relation	PRED	PRED_CO	
0085-006	647	1	προχαλκεύει	head	0	2	
0085-006	647	2	δ’	postag	d--------	g--------	
0085-006	647	2	δ’	relation	AuxY	COORD	
0085-006	647	2	δ’	head	1	0	
0085-006	648-651	2	δ’	postag	d--------	g--------	
0085-006	648-651	2	δ’	relation	AuxY	COORD	
0085-006	648-651	2	δ’	head	3	0	
0085-006	648-651	3	ἐπεισφέρει	relation	PRED	PRED_CO	
0085-006	648-651	3	ἐπεισφέρει	head	0	2	
0085-006	652	1	παῖ	relation	MWE	AuxY	
0085-006	652	2	παῖ	postag	n-s---cv-	n-s---mv-	
0085-006	653	1	τίς	postag	p-s---cn-	p-s---mn-	
0085-006	653	5	παῖ	postag	n-s---cv-	n-s---mv-	
0085-006	653	5	παῖ	relation	ExD_CO	ExD	
0085-006	653	7	παῖ	postag	n-s---cv-	n-s---mv-	
0085-006	653	7	παῖ	relation	ExD_CO	ExD	
0085-006	653	10	αὖθις	relation	ADV	AuxZ	
0085-006	653	15	[0]	lemma	_	/	
0085-006	657	1	εἶεν	postag	i--------	g--------	
0085-006	657	1	εἶεν	relation	ExD	AuxY	
0085-006	657	3	ξένος	postag	a-s---mn-	n-s---mn-	
0085-006	657	5	[0]	lemma	_	/	
0085-006	657	3	[0]	lemma	_	/	
0085-006	658-659	2	τοῖσι	postag	l-p---md-	p-p---md-	
0085-006	658-659	7	οὕσπερ	lemma	ὅσπερ	ὅς	
0085-006	658-659	9	καὶ	postag	b--------	c--------	
0085-006	660-662	2	δ’	postag	d--------	g--------	
0085-006	660-662	5	καὶ	postag	d--------	c--------	
0085-006	660-662	12	δ’	postag	b--------	g--------	
0085-006	660-662	21	[0]	lemma	_	/	
